Test File,Rules,Lits,Run,Report,Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
synth_L008_r004000.in,4000,32000,3,nvtx_sum,44.8,368992,1,368992.0,368992.0,368992,368992,0.0,PushPop,:build_reverse_tables
synth_L008_r004000.in,4000,32000,3,cuda_gpu_kern_sum,81.2,151551,1,151551.0,151551.0,151551,151551,0.0,"kernel(int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, int *, int *, int *, int, int *, int *, int *)"
synth_L008_r004000.in,4000,32000,3,cuda_gpu_kern_sum,18.8,35040,1,35040.0,35040.0,35040,35040,0.0,"init_sums_kernel(const int *, const int *, const int *, const int *, int *, int *, int *, int)"
synth_L008_r008000.in,8000,64000,1,wall,100.0,443921869,1,,,,,,total
synth_L008_r008000.in,8000,64000,1,nvtx_pushpop_sum,55.0,622515,1,622515.0,622515.0,622515,622515,0.0,:build_reverse_tables
synth_L008_r008000.in,8000,64000,1,nvtx_pushpop_sum,45.0,508614,1,508614.0,508614.0,508614,508614,0.0,:fixpoint
synth_L008_r008000.in,8000,64000,1,nvtx_sum,55.0,622515,1,622515.0,622515.0,622515,622515,0.0,PushPop,:build_reverse_tables
synth_L008_r008000.in,8000,64000,1,nvtx_sum,45.0,508614,1,508614.0,508614.0,508614,508614,0.0,PushPop,:fixpoint
synth_L008_r008000.in,8000,64000,1,cuda_gpu_kern_sum,78.0,242846,1,242846.0,242846.0,242846,242846,0.0,"kernel(int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, int *, int *, int *, int, int *, int *, int *)"
synth_L008_r008000.in,8000,64000,1,cuda_gpu_kern_sum,22.0,68608,1,68608.0,68608.0,68608,68608,0.0,"init_sums_kernel(const int *, const int *, const int *, const int *, int *, int *, int *, int)"
synth_L008_r008000.in,8000,64000,2,wall,100.0,534586094,1,,,,,,total
synth_L008_r008000.in,8000,64000,2,nvtx_pushpop_sum,56.2,638936,1,638936.0,638936.0,638936,638936,0.0,:build_reverse_tables
synth_L008_r008000.in,8000,64000,2,nvtx_pushpop_sum,43.8,497848,1,497848.0,497848.0,497848,497848,0.0,:fixpoint
synth_L008_r008000.in,8000,64000,2,nvtx_sum,56.2,638936,1,638936.0,638936.0,638936,638936,0.0,PushPop,:build_reverse_tables
synth_L008_r008000.in,8000,64000,2,nvtx_sum,43.8,497848,1,497848.0,497848.0,497848,497848,0.0,PushPop,:fixpoint
synth_L008_r008000.in,8000,64000,2,cuda_gpu_kern_sum,77.9,241886,1,241886.0,241886.0,241886,241886,0.0,"kernel(int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, int *, int *, int *, int, int *, int *, int *)"
synth_L008_r008000.in,8000,64000,2,cuda_gpu_kern_sum,22.1,68607,1,68607.0,68607.0,68607,68607,0.0,"init_sums_kernel(const int *, const int *, const int *, const int *, int *, int *, int *, int)"
synth_L008_r008000.in,8000,64000,3,wall,100.0,532557037,1,,,,,,total
synth_L008_r008000.in,8000,64000,3,nvtx_pushpop_sum,56.3,631428,1,631428.0,631428.0,631428,631428,0.0,:build_reverse_tables
synth_L008_r008000.in,8000,64000,3,nvtx_pushpop_sum,43.7,489775,1,489775.0,489775.0,489775,489775,0.0,:fixpoint
synth_L008_r008000.in,8000,64000,3,nvtx_sum,56.3,631428,1,631428.0,631428.0,631428,631428,0.0,PushPop,:build_reverse_tables
synth_L008_r008000.in,8000,64000,3,nvtx_sum,43.7,489775,1,489775.0,489775.0,489775,489775,0.0,PushPop,:fixpoint
synth_L008_r008000.in,8000,64000,3,cuda_gpu_kern_sum,78.1,243902,1,243902.0,243902.0,243902,243902,0.0,"kernel(int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, int *, int *, int *, int, int *, int *, int *)"
synth_L008_r008000.in,8000,64000,3,cuda_gpu_kern_sum,21.9,68544,1,68544.0,68544.0,68544,68544,0.0,"init_sums_kernel(const int *, const int *, const int *, const int *, int *, int *, int *, int)"
synth_L200_r000500.in,500,100000,1,wall,100.0,445728495,1,,,,,,total
synth_L200_r000500.in,500,100000,1,nvtx_pushpop_sum,60.2,845578,1,845578.0,845578.0,845578,845578,0.0,:build_reverse_tables
